Time,Real cid,Classified cid,Score,Queue Distribution,Representive,Percentage,Queue Size,Dominated
6813,165.0,165.0,0.12108503388507026,"{39.0: {39.0: 37}, 25.0: {25.0: 1}, 55.0: {55.0: 6}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 8}}",True,1.0,8,True
6971,165.0,165.0,0.12311420682817698,"{39.0: {39.0: 37}, 25.0: {25.0: 1}, 55.0: {55.0: 6}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 9}}",True,1.0,9,True
7191,192.0,192.0,-1,"{39.0: {39.0: 37}, 25.0: {25.0: 1}, 55.0: {55.0: 6}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 9}, 192.0: {192.0: 1}}",True,1.0,1,True
7232,191.0,191.0,-1,"{39.0: {39.0: 37}, 25.0: {25.0: 1}, 55.0: {55.0: 6}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 9}, 192.0: {192.0: 1}, 191.0: {191.0: 1}}",True,1.0,1,True
8012,192.0,192.0,0.09081069380044937,"{39.0: {39.0: 37}, 25.0: {25.0: 1}, 55.0: {55.0: 6}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 9}, 192.0: {192.0: 2}, 191.0: {191.0: 1}}",True,1.0,2,True
8509,191.0,191.0,0.23326992988586426,"{39.0: {39.0: 37}, 25.0: {25.0: 1}, 55.0: {55.0: 6}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 9}, 192.0: {192.0: 2}, 191.0: {191.0: 2}}",True,1.0,2,True
8532,191.0,191.0,0.23287078738212585,"{39.0: {39.0: 37}, 25.0: {25.0: 1}, 55.0: {55.0: 6}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 9}, 192.0: {192.0: 2}, 191.0: {191.0: 3}}",True,1.0,3,True
9434,192.0,192.0,0.09774687141180038,"{39.0: {39.0: 37}, 25.0: {25.0: 1}, 55.0: {55.0: 6}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 9}, 192.0: {192.0: 3}, 191.0: {191.0: 3}}",True,1.0,3,True
9972,210.0,210.0,-1,"{39.0: {39.0: 37}, 25.0: {25.0: 1}, 55.0: {55.0: 6}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 9}, 192.0: {192.0: 3}, 191.0: {191.0: 3}, 210.0: {210.0: 1}}",True,1.0,1,True
10001,210.0,210.0,0.22762104868888855,"{39.0: {39.0: 37}, 25.0: {25.0: 1}, 55.0: {55.0: 6}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 9}, 192.0: {192.0: 3}, 191.0: {191.0: 3}, 210.0: {210.0: 2}}",True,1.0,2,True
10031,210.0,210.0,0.22772390395402908,"{39.0: {39.0: 37}, 25.0: {25.0: 1}, 55.0: {55.0: 6}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 9}, 192.0: {192.0: 3}, 191.0: {191.0: 3}, 210.0: {210.0: 3}}",True,1.0,3,True
12136,239.0,165.0,0.1158980131149292,"{39.0: {39.0: 37}, 25.0: {25.0: 1}, 55.0: {55.0: 6}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 9, 239.0: 1}, 192.0: {192.0: 3}, 191.0: {191.0: 3}, 210.0: {210.0: 3}}",True,0.1,10,False
12162,239.0,192.0,0.10452237476905187,"{39.0: {39.0: 37}, 25.0: {25.0: 1}, 55.0: {55.0: 6}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 9, 239.0: 1}, 192.0: {192.0: 3, 239.0: 1}, 191.0: {191.0: 3}, 210.0: {210.0: 3}}",False,0.25,4,False
12163,239.0,165.0,0.11892155334353446,"{39.0: {39.0: 37}, 25.0: {25.0: 1}, 55.0: {55.0: 6}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 1}, 191.0: {191.0: 3}, 210.0: {210.0: 3}}",True,0.18181818181818182,11,False
12251,239.0,192.0,0.10781696252524853,"{25.0: {25.0: 1}, 55.0: {55.0: 6}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3}, 210.0: {210.0: 3}}",False,0.4,5,False
14450,234.0,234.0,-1,"{55.0: {55.0: 6}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3}, 210.0: {210.0: 3}, 234.0: {234.0: 1}}",True,1.0,1,True
14522,234.0,234.0,-1,"{55.0: {55.0: 6}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3}, 210.0: {210.0: 3}, 234.0: {234.0: 2}}",True,1.0,2,True
14542,234.0,234.0,-1,"{55.0: {55.0: 6}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3}, 210.0: {210.0: 3}, 234.0: {234.0: 3}}",True,1.0,3,True
14670,234.0,234.0,-1,"{55.0: {55.0: 6}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3}, 210.0: {210.0: 3}, 234.0: {234.0: 4}}",True,1.0,4,True
14987,234.0,234.0,-1,"{55.0: {55.0: 6}, 84.0: {84.0: 1}, 165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3}, 210.0: {210.0: 3}, 234.0: {234.0: 5}}",True,1.0,5,True
15029,234.0,234.0,-1,"{55.0: {55.0: 6}, 84.0: {84.0: 1}, 165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3}, 210.0: {210.0: 3}, 234.0: {234.0: 6}}",True,1.0,6,True
15042,234.0,234.0,-1,"{55.0: {55.0: 6}, 84.0: {84.0: 1}, 165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3}, 210.0: {210.0: 3}, 234.0: {234.0: 7}}",True,1.0,7,True
15045,234.0,234.0,-1,"{55.0: {55.0: 6}, 84.0: {84.0: 1}, 165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3}, 210.0: {210.0: 3}, 234.0: {234.0: 8}}",True,1.0,8,True
15095,234.0,210.0,0.17796764771143594,"{55.0: {55.0: 6}, 84.0: {84.0: 1}, 165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3}, 210.0: {210.0: 3, 234.0: 1}, 234.0: {234.0: 8}}",False,0.25,4,False
15137,234.0,234.0,-1,"{55.0: {55.0: 6}, 84.0: {84.0: 1}, 165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3}, 210.0: {210.0: 3, 234.0: 1}, 234.0: {234.0: 9}}",True,1.0,9,True
15166,234.0,234.0,-1,"{55.0: {55.0: 6}, 84.0: {84.0: 1}, 165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3}, 210.0: {210.0: 3, 234.0: 1}, 234.0: {234.0: 10}}",True,1.0,10,True
15262,234.0,234.0,-1,"{55.0: {55.0: 6}, 84.0: {84.0: 1}, 165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3}, 210.0: {210.0: 3, 234.0: 1}, 234.0: {234.0: 11}}",True,1.0,11,True
15287,234.0,234.0,-1,"{55.0: {55.0: 6}, 84.0: {84.0: 1}, 165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3}, 210.0: {210.0: 3, 234.0: 1}, 234.0: {234.0: 12}}",True,1.0,12,True
15329,234.0,234.0,-1,"{55.0: {55.0: 6}, 84.0: {84.0: 1}, 165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3}, 210.0: {210.0: 3, 234.0: 1}, 234.0: {234.0: 13}}",True,1.0,13,True
15472,234.0,234.0,-1,"{55.0: {55.0: 6}, 84.0: {84.0: 1}, 165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3}, 210.0: {210.0: 3, 234.0: 1}, 234.0: {234.0: 14}}",True,1.0,14,True
15490,234.0,234.0,-1,"{55.0: {55.0: 6}, 84.0: {84.0: 1}, 165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3}, 210.0: {210.0: 3, 234.0: 1}, 234.0: {234.0: 15}}",True,1.0,15,True
15530,234.0,234.0,-1,"{55.0: {55.0: 6}, 84.0: {84.0: 1}, 165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3}, 210.0: {210.0: 3, 234.0: 1}, 234.0: {234.0: 16}}",True,1.0,16,True
15544,234.0,234.0,-1,"{55.0: {55.0: 6}, 84.0: {84.0: 1}, 165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3}, 210.0: {210.0: 3, 234.0: 1}, 234.0: {234.0: 17}}",True,1.0,17,True
16733,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3}, 210.0: {210.0: 3, 234.0: 1}, 234.0: {234.0: 18}}",True,1.0,18,True
16881,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3}, 210.0: {210.0: 3, 234.0: 1}, 234.0: {234.0: 19}}",True,1.0,19,True
16916,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3}, 210.0: {210.0: 3, 234.0: 1}, 234.0: {234.0: 20}}",True,1.0,20,True
17069,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3}, 210.0: {210.0: 3, 234.0: 1}, 234.0: {234.0: 21}}",True,1.0,21,True
17135,234.0,191.0,0.22535236676534018,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 1}, 210.0: {210.0: 3, 234.0: 1}, 234.0: {234.0: 21}}",False,0.25,4,False
17203,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 1}, 210.0: {210.0: 3, 234.0: 1}, 234.0: {234.0: 22}}",True,1.0,22,True
17235,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 1}, 210.0: {210.0: 3, 234.0: 1}, 234.0: {234.0: 23}}",True,1.0,23,True
17441,239.0,239.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 1}, 210.0: {210.0: 3, 234.0: 1}, 234.0: {234.0: 23}, 239.0: {239.0: 1}}",False,1.0,1,True
17444,239.0,239.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 1}, 210.0: {210.0: 3, 234.0: 1}, 234.0: {234.0: 23}, 239.0: {239.0: 2}}",False,1.0,2,True
17530,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 1}, 210.0: {210.0: 3, 234.0: 1}, 234.0: {234.0: 24}, 239.0: {239.0: 2}}",True,1.0,24,True
17590,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 1}, 210.0: {210.0: 3, 234.0: 1}, 234.0: {234.0: 25}, 239.0: {239.0: 2}}",True,1.0,25,True
17829,234.0,191.0,0.22913067787885666,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 2}, 210.0: {210.0: 3, 234.0: 1}, 234.0: {234.0: 25}, 239.0: {239.0: 2}}",False,0.4,5,False
17881,234.0,210.0,0.20514196902513504,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 2}, 210.0: {210.0: 3, 234.0: 2}, 234.0: {234.0: 25}, 239.0: {239.0: 2}}",False,0.4,5,False
17968,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 2}, 210.0: {210.0: 3, 234.0: 2}, 234.0: {234.0: 26}, 239.0: {239.0: 2}}",True,1.0,26,True
17988,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 2}, 210.0: {210.0: 3, 234.0: 2}, 234.0: {234.0: 27}, 239.0: {239.0: 2}}",True,1.0,27,True
18035,234.0,191.0,0.229763525724411,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 3}, 210.0: {210.0: 3, 234.0: 2}, 234.0: {234.0: 27}, 239.0: {239.0: 2}}",False,0.5,6,False
18090,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 3}, 210.0: {210.0: 3, 234.0: 2}, 234.0: {234.0: 28}, 239.0: {239.0: 2}}",True,1.0,28,True
18110,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 3}, 210.0: {210.0: 3, 234.0: 2}, 234.0: {234.0: 29}, 239.0: {239.0: 2}}",True,1.0,29,True
18130,234.0,191.0,0.2321994254986445,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 4}, 210.0: {210.0: 3, 234.0: 2}, 234.0: {234.0: 29}, 239.0: {239.0: 2}}",False,0.5714285714285714,7,True
18224,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 4}, 210.0: {210.0: 3, 234.0: 2}, 234.0: {234.0: 30}, 239.0: {239.0: 2}}",True,1.0,30,True
18274,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 4}, 210.0: {210.0: 3, 234.0: 2}, 234.0: {234.0: 31}, 239.0: {239.0: 2}}",True,1.0,31,True
18306,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 4}, 210.0: {210.0: 3, 234.0: 2}, 234.0: {234.0: 32}, 239.0: {239.0: 2}}",True,1.0,32,True
18331,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 4}, 210.0: {210.0: 3, 234.0: 2}, 234.0: {234.0: 33}, 239.0: {239.0: 2}}",True,1.0,33,True
18354,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 4}, 210.0: {210.0: 3, 234.0: 2}, 234.0: {234.0: 34}, 239.0: {239.0: 2}}",True,1.0,34,True
18370,234.0,191.0,0.2327413260936737,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 5}, 210.0: {210.0: 3, 234.0: 2}, 234.0: {234.0: 34}, 239.0: {239.0: 2}}",False,0.625,8,True
18373,234.0,210.0,0.19420926868915558,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 5}, 210.0: {210.0: 3, 234.0: 3}, 234.0: {234.0: 34}, 239.0: {239.0: 2}}",False,0.5,6,False
18442,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 5}, 210.0: {210.0: 3, 234.0: 3}, 234.0: {234.0: 35}, 239.0: {239.0: 2}}",True,1.0,35,True
18458,234.0,191.0,0.2315621469169855,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 6}, 210.0: {210.0: 3, 234.0: 3}, 234.0: {234.0: 35}, 239.0: {239.0: 2}}",False,0.6666666666666666,9,True
18462,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 6}, 210.0: {210.0: 3, 234.0: 3}, 234.0: {234.0: 36}, 239.0: {239.0: 2}}",True,1.0,36,True
18522,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 6}, 210.0: {210.0: 3, 234.0: 3}, 234.0: {234.0: 37}, 239.0: {239.0: 2}}",True,1.0,37,True
18532,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 6}, 210.0: {210.0: 3, 234.0: 3}, 234.0: {234.0: 38}, 239.0: {239.0: 2}}",True,1.0,38,True
18648,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 6}, 210.0: {210.0: 3, 234.0: 3}, 234.0: {234.0: 39}, 239.0: {239.0: 2}}",True,1.0,39,True
18664,234.0,191.0,0.23223220308621725,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 7}, 210.0: {210.0: 3, 234.0: 3}, 234.0: {234.0: 39}, 239.0: {239.0: 2}}",False,0.7,10,True
18706,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 7}, 210.0: {210.0: 3, 234.0: 3}, 234.0: {234.0: 40}, 239.0: {239.0: 2}}",True,1.0,40,True
18722,234.0,191.0,0.232660111784935,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 8}, 210.0: {210.0: 3, 234.0: 3}, 234.0: {234.0: 40}, 239.0: {239.0: 2}}",False,0.7272727272727273,11,True
18728,234.0,191.0,0.2331761731342836,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 9}, 210.0: {210.0: 3, 234.0: 3}, 234.0: {234.0: 40}, 239.0: {239.0: 2}}",False,0.75,12,True
18762,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 9}, 210.0: {210.0: 3, 234.0: 3}, 234.0: {234.0: 41}, 239.0: {239.0: 2}}",True,1.0,41,True
18858,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 9}, 210.0: {210.0: 3, 234.0: 3}, 234.0: {234.0: 42}, 239.0: {239.0: 2}}",True,1.0,42,True
18964,234.0,191.0,0.23284043992559114,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 10}, 210.0: {210.0: 3, 234.0: 3}, 234.0: {234.0: 42}, 239.0: {239.0: 2}}",False,0.7692307692307693,13,True
19004,234.0,191.0,0.23173240973399237,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 11}, 210.0: {210.0: 3, 234.0: 3}, 234.0: {234.0: 42}, 239.0: {239.0: 2}}",False,0.7857142857142857,14,True
19010,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 11}, 210.0: {210.0: 3, 234.0: 3}, 234.0: {234.0: 43}, 239.0: {239.0: 2}}",True,1.0,43,True
19014,234.0,234.0,-1,"{165.0: {165.0: 9, 239.0: 2}, 192.0: {192.0: 3, 239.0: 2}, 191.0: {191.0: 3, 234.0: 11}, 210.0: {210.0: 3, 234.0: 3}, 234.0: {234.0: 44}, 239.0: {239.0: 2}}",True,1.0,44,True
