Time,Major Accuracy,Major Groundtruth,Minor Accuracy,Minor Groundtruth
6988,1.0,"{48.0: 0, 40.0: 6, 111.0: 0, 125.0: 0, 265.0: 0}",1.0,"{48.0: 0, 40.0: 13, 111.0: 0, 125.0: 0, 268.0: 0}"
6999,1.0,"{48.0: 0, 40.0: 7, 111.0: 0, 125.0: 0, 265.0: 0}",1.0,"{48.0: 0, 40.0: 13, 111.0: 0, 125.0: 0, 268.0: 0}"
7008,1.0,"{48.0: 0, 40.0: 8, 111.0: 0, 125.0: 0, 265.0: 0}",1.0,"{48.0: 0, 40.0: 13, 111.0: 0, 125.0: 0, 268.0: 0}"
7046,1.0,"{48.0: 0, 40.0: 9, 111.0: 0, 125.0: 0, 265.0: 0}",1.0,"{48.0: 0, 40.0: 13, 111.0: 0, 125.0: 0, 268.0: 0}"
7121,1.0,"{48.0: 0, 40.0: 10, 111.0: 0, 125.0: 0, 265.0: 0}",1.0,"{48.0: 0, 40.0: 13, 111.0: 0, 125.0: 0, 268.0: 0}"
7645,1.0,"{48.0: 0, 40.0: 11, 111.0: 0, 125.0: 0, 265.0: 0}",1.0,"{48.0: 0, 40.0: 13, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0}"
8844,1.0,"{48.0: 0, 40.0: 12, 111.0: 0, 125.0: 0, 265.0: 0}",1.0,"{48.0: 0, 40.0: 13, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0}"
9167,1.0,"{48.0: 0, 40.0: 13, 111.0: 0, 125.0: 0, 265.0: 0}",1.0,"{48.0: 0, 40.0: 13, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0}"
9348,1.0,"{48.0: 0, 40.0: 14, 111.0: 0, 125.0: 0, 265.0: 0}",1.0,"{48.0: 0, 40.0: 13, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0}"
30,1.0,"{48.0: 0, 40.0: 30, 111.0: 0, 125.0: 0, 265.0: 0}",1.0,"{48.0: 0, 40.0: 33, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0}"
44,1.0,"{48.0: 0, 40.0: 31, 111.0: 0, 125.0: 0, 265.0: 0}",1.0,"{48.0: 0, 40.0: 34, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0}"
4277,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 1}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4286,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 2}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4289,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 3}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4319,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 4}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4321,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 5}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4324,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 6}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4341,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 7}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4345,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 8}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4358,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 9}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4366,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 10}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4375,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 11}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4378,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 12}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4387,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 13}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4394,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 14}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4398,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 15}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4419,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 16}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4421,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 17}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4424,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 18}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4426,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 19}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4449,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 20}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4460,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 21}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4490,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 22}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4541,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 23}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4545,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 24}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4547,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 25}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4550,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 26}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4552,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 27}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4558,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 28}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4560,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 29}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4562,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 30}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4865,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 31}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4867,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 32}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4871,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 33}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4874,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 34}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4878,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 35}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4881,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 36}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4882,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 37}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
4886,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 38}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5024,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 39}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5029,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 40}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5034,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 41}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5037,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 42}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5040,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 43}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5043,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 44}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5046,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 45}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5049,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 46}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5052,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 47}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5055,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 48}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5058,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 49}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5063,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 50}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5068,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 51}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5073,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 52}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5078,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 53}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5083,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 54}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5086,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 55}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5089,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 56}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5094,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 57}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5099,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 58}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5104,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 59}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5109,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 60}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5114,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 61}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5119,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 62}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5124,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 63}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5129,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 64}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5134,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 65}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5139,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 66}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5154,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 67}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5216,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 68}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5218,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 69}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5220,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 70}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5225,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 71}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5230,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 72}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5235,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 73}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5240,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 74}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5245,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 75}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5250,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 76}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5255,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 77}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5260,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 78}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5382,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 79}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5383,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 80}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5384,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 81}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5385,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 82}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5386,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 83}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5387,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 84}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5388,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 85}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
5389,1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 265.0: 0, 138.0: 86}",1.0,"{48.0: 0, 40.0: 0, 111.0: 0, 125.0: 0, 268.0: 0, 515.0: 0, 138.0: 154}"
