50.0,28.0,29.0,68.0,121.0,133.0,148.0,156.0,169.0,182.0,230.0,246.0,313.0,319.0,369.0,400.0,463.0
Time,Coflow id,Major Accuracy,Major Groundtruth,Minor Accuracy,Minor Groundtruth
38264,400.0,0.7370030581039755,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 241}",0.6872427983539094,"{146.0: 20, 354.0: 48, 366.0: 0, 369.0: 8, 400.0: 167}"
38316,400.0,0.7378048780487805,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 242}",0.6869918699186992,"{146.0: 20, 354.0: 49, 366.0: 0, 369.0: 8, 400.0: 169}"
38329,400.0,0.7386018237082067,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 243}",0.6882591093117408,"{146.0: 20, 354.0: 49, 366.0: 0, 369.0: 8, 400.0: 170}"
38345,400.0,0.7393939393939394,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 244}",0.6882591093117408,"{146.0: 20, 354.0: 49, 366.0: 0, 369.0: 8, 400.0: 170}"
38381,400.0,0.7401812688821753,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 245}",0.6892430278884463,"{146.0: 21, 354.0: 49, 366.0: 0, 369.0: 8, 400.0: 173}"
38463,400.0,0.7409638554216867,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 246}",0.6865079365079365,"{146.0: 21, 354.0: 49, 366.0: 0, 369.0: 9, 400.0: 173}"
38538,400.0,0.7417417417417418,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 247}",0.6877470355731226,"{146.0: 21, 354.0: 49, 369.0: 9, 400.0: 174}"
38637,400.0,0.7425149700598802,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 248}",0.686046511627907,"{146.0: 22, 354.0: 50, 369.0: 9, 400.0: 177}"
38792,400.0,0.7432835820895523,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 249}",0.033582089552238806,"{146.0: 22, 354.0: 52, 369.0: 9, 400.0: 185}"
38862,400.0,0.7440476190476191,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 250}",0.6959706959706959,"{146.0: 22, 354.0: 52, 369.0: 9, 400.0: 190}"
38981,400.0,0.744807121661721,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 251}",0.032490974729241874,"{146.0: 23, 354.0: 52, 369.0: 9, 400.0: 193}"
39124,400.0,0.7455621301775148,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 252}",0.7021276595744681,"{146.0: 23, 354.0: 52, 369.0: 9, 400.0: 198}"
39201,400.0,0.7463126843657817,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 253}",0.704225352112676,"{146.0: 23, 354.0: 52, 369.0: 9, 400.0: 200}"
39656,400.0,0.7470588235294118,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 254}",0.17763157894736842,"{146.0: 24, 354.0: 54, 369.0: 9, 400.0: 217}"
39666,400.0,0.7478005865102639,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 255}",0.17704918032786884,"{146.0: 24, 354.0: 54, 369.0: 9, 400.0: 218}"
39875,400.0,0.7485380116959064,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 256}",0.7170418006430869,"{146.0: 24, 354.0: 55, 369.0: 9, 400.0: 223}"
39894,400.0,0.749271137026239,"{28.0: 34, 148.0: 24, 319.0: 28, 400.0: 257}",0.028846153846153848,"{146.0: 24, 354.0: 56, 369.0: 9, 400.0: 223}"
39979,400.0,0.07267441860465117,"{28.0: 34, 148.0: 25, 319.0: 28, 400.0: 257}",0.07886435331230283,"{146.0: 25, 354.0: 57, 369.0: 9, 400.0: 226}"
40090,400.0,0.08405797101449275,"{28.0: 34, 148.0: 25, 319.0: 29, 400.0: 257}",0.7115987460815048,"{146.0: 26, 354.0: 57, 369.0: 9, 400.0: 227}"
40194,400.0,0.10115606936416185,"{28.0: 35, 148.0: 25, 319.0: 29, 400.0: 257}",0.7115987460815048,"{146.0: 26, 354.0: 57, 369.0: 9, 400.0: 227}"
40203,400.0,0.7435158501440923,"{28.0: 35, 148.0: 25, 319.0: 29, 400.0: 258}",0.7125,"{146.0: 26, 354.0: 57, 369.0: 9, 400.0: 228}"
40214,400.0,0.7442528735632183,"{28.0: 35, 148.0: 25, 319.0: 29, 400.0: 259}",0.028125,"{146.0: 26, 354.0: 57, 369.0: 9, 400.0: 228}"
40432,400.0,0.07449856733524356,"{28.0: 35, 148.0: 26, 319.0: 29, 400.0: 259}",0.08256880733944955,"{146.0: 27, 354.0: 57, 369.0: 10, 400.0: 233}"
40496,400.0,0.7428571428571429,"{28.0: 35, 148.0: 26, 319.0: 29, 400.0: 260}",0.030395136778115502,"{146.0: 27, 354.0: 58, 369.0: 10, 400.0: 234}"
40649,400.0,0.7435897435897436,"{28.0: 35, 148.0: 26, 319.0: 29, 400.0: 261}",0.1746987951807229,"{146.0: 28, 354.0: 58, 369.0: 10, 400.0: 236}"
40785,400.0,0.7443181818181818,"{28.0: 35, 148.0: 26, 319.0: 29, 400.0: 262}",0.17417417417417416,"{146.0: 28, 354.0: 58, 369.0: 10, 400.0: 237}"
40860,400.0,0.08498583569405099,"{28.0: 35, 148.0: 26, 319.0: 30, 400.0: 262}",0.7125748502994012,"{146.0: 28, 354.0: 58, 369.0: 10, 400.0: 238}"
40890,400.0,0.7429378531073446,"{28.0: 35, 148.0: 26, 319.0: 30, 400.0: 263}",0.7125748502994012,"{146.0: 28, 354.0: 58, 369.0: 10, 400.0: 238}"
40995,400.0,0.10140845070422536,"{28.0: 36, 148.0: 26, 319.0: 30, 400.0: 263}",0.7104477611940299,"{146.0: 28, 354.0: 59, 369.0: 10, 400.0: 238}"
41003,400.0,0.7415730337078652,"{28.0: 36, 148.0: 26, 319.0: 30, 400.0: 264}",0.7104477611940299,"{146.0: 28, 354.0: 59, 369.0: 10, 400.0: 238}"
41093,400.0,0.742296918767507,"{28.0: 36, 148.0: 26, 319.0: 30, 400.0: 265}",0.02976190476190476,"{146.0: 28, 354.0: 59, 369.0: 10, 400.0: 239}"
41104,400.0,0.7430167597765364,"{28.0: 36, 148.0: 26, 319.0: 30, 400.0: 266}",0.7113095238095238,"{146.0: 28, 354.0: 59, 369.0: 10, 400.0: 239}"
41127,400.0,0.7437325905292479,"{28.0: 36, 148.0: 26, 319.0: 30, 400.0: 267}",0.7130177514792899,"{146.0: 28, 354.0: 59, 369.0: 10, 400.0: 241}"
41214,400.0,0.7444444444444445,"{28.0: 36, 148.0: 26, 319.0: 30, 400.0: 268}",0.029498525073746312,"{146.0: 28, 354.0: 59, 369.0: 10, 400.0: 242}"
41227,400.0,0.7451523545706371,"{28.0: 36, 148.0: 26, 319.0: 30, 400.0: 269}",0.029411764705882353,"{146.0: 28, 354.0: 59, 369.0: 10, 400.0: 243}"
41332,400.0,0.7458563535911602,"{28.0: 36, 148.0: 26, 319.0: 30, 400.0: 270}",0.716374269005848,"{146.0: 28, 354.0: 59, 369.0: 10, 400.0: 245}"
41391,400.0,0.7465564738292011,"{28.0: 36, 148.0: 26, 319.0: 30, 400.0: 271}",0.7151162790697675,"{146.0: 28, 354.0: 60, 369.0: 10, 400.0: 246}"
41409,400.0,0.07417582417582418,"{28.0: 36, 148.0: 27, 319.0: 30, 400.0: 271}",0.08139534883720931,"{146.0: 28, 354.0: 60, 369.0: 10, 400.0: 246}"
41457,400.0,0.7452054794520548,"{28.0: 36, 148.0: 27, 319.0: 30, 400.0: 272}",0.7151162790697675,"{146.0: 28, 354.0: 60, 369.0: 10, 400.0: 246}"
41484,400.0,0.08469945355191257,"{28.0: 36, 148.0: 27, 319.0: 31, 400.0: 272}",0.7159420289855073,"{146.0: 28, 354.0: 60, 369.0: 10, 400.0: 247}"
41627,400.0,0.7438692098092643,"{28.0: 36, 148.0: 27, 319.0: 31, 400.0: 273}",0.7146974063400576,"{146.0: 28, 354.0: 60, 369.0: 11, 400.0: 248}"
41632,400.0,0.7445652173913043,"{28.0: 36, 148.0: 27, 319.0: 31, 400.0: 274}",0.7146974063400576,"{146.0: 28, 354.0: 60, 369.0: 11, 400.0: 248}"
41639,400.0,0.7452574525745257,"{28.0: 36, 148.0: 27, 319.0: 31, 400.0: 275}",0.7155172413793104,"{146.0: 28, 354.0: 60, 369.0: 11, 400.0: 249}"
41775,400.0,0.745945945945946,"{28.0: 36, 148.0: 27, 319.0: 31, 400.0: 276}",0.7155172413793104,"{146.0: 28, 354.0: 60, 369.0: 11, 400.0: 249}"
41809,400.0,0.7466307277628033,"{28.0: 36, 148.0: 27, 319.0: 31, 400.0: 277}",0.7122507122507122,"{146.0: 28, 354.0: 61, 369.0: 12, 400.0: 250}"
41965,400.0,0.09946236559139784,"{28.0: 37, 148.0: 27, 319.0: 31, 400.0: 277}",0.7126760563380282,"{146.0: 28, 354.0: 61, 369.0: 13, 400.0: 253}"
41990,400.0,0.7453083109919572,"{28.0: 37, 148.0: 27, 319.0: 31, 400.0: 278}",0.17183098591549295,"{146.0: 28, 354.0: 61, 369.0: 13, 400.0: 253}"
42187,400.0,0.7459893048128342,"{28.0: 37, 148.0: 27, 319.0: 31, 400.0: 279}",0.7134831460674157,"{146.0: 28, 354.0: 61, 369.0: 13, 400.0: 254}"
42200,400.0,0.7466666666666667,"{28.0: 37, 148.0: 27, 319.0: 31, 400.0: 280}",0.17134831460674158,"{146.0: 28, 354.0: 61, 369.0: 13, 400.0: 254}"
42313,400.0,0.7473404255319149,"{28.0: 37, 148.0: 27, 319.0: 31, 400.0: 281}",0.7150837988826816,"{146.0: 28, 354.0: 61, 369.0: 13, 400.0: 256}"
42362,400.0,0.7480106100795756,"{28.0: 37, 148.0: 27, 319.0: 31, 400.0: 282}",0.036312849162011177,"{146.0: 28, 354.0: 61, 369.0: 13, 400.0: 256}"
42446,400.0,0.7486772486772487,"{28.0: 37, 148.0: 27, 319.0: 31, 400.0: 283}",0.7158774373259053,"{146.0: 28, 354.0: 61, 369.0: 13, 400.0: 257}"
42450,400.0,0.07387862796833773,"{28.0: 37, 148.0: 28, 319.0: 31, 400.0: 283}",0.07799442896935933,"{146.0: 28, 354.0: 61, 369.0: 13, 400.0: 257}"
42466,400.0,0.08421052631578947,"{28.0: 37, 148.0: 28, 319.0: 32, 400.0: 283}",0.7158774373259053,"{146.0: 28, 354.0: 61, 369.0: 13, 400.0: 257}"
42575,400.0,0.08661417322834646,"{28.0: 37, 148.0: 28, 319.0: 33, 400.0: 283}",0.7158774373259053,"{146.0: 28, 354.0: 61, 369.0: 13, 400.0: 257}"
42634,400.0,0.743455497382199,"{28.0: 37, 148.0: 28, 319.0: 33, 400.0: 284}",0.7166666666666667,"{146.0: 28, 354.0: 61, 369.0: 13, 400.0: 258}"
42669,400.0,0.08877284595300261,"{28.0: 37, 148.0: 28, 319.0: 34, 400.0: 284}",0.7166666666666667,"{146.0: 28, 354.0: 61, 369.0: 13, 400.0: 258}"
42747,400.0,0.7421875,"{28.0: 37, 148.0: 28, 319.0: 34, 400.0: 285}",0.7174515235457064,"{146.0: 28, 354.0: 61, 369.0: 13, 400.0: 259}"
42783,400.0,0.7428571428571429,"{28.0: 37, 148.0: 28, 319.0: 34, 400.0: 286}",0.7174515235457064,"{146.0: 28, 354.0: 61, 369.0: 13, 400.0: 259}"
42801,400.0,0.7435233160621761,"{28.0: 37, 148.0: 28, 319.0: 34, 400.0: 287}",0.7174515235457064,"{146.0: 28, 354.0: 61, 369.0: 13, 400.0: 259}"
42818,400.0,0.09819121447028424,"{28.0: 38, 148.0: 28, 319.0: 34, 400.0: 287}",0.7174515235457064,"{146.0: 28, 354.0: 61, 369.0: 13, 400.0: 259}"
42825,400.0,0.7422680412371134,"{28.0: 38, 148.0: 28, 319.0: 34, 400.0: 288}",0.7174515235457064,"{146.0: 28, 354.0: 61, 369.0: 13, 400.0: 259}"
42861,400.0,0.7429305912596401,"{28.0: 38, 148.0: 28, 319.0: 34, 400.0: 289}",0.7174515235457064,"{146.0: 28, 354.0: 61, 369.0: 13, 400.0: 259}"
42902,400.0,0.08974358974358974,"{28.0: 38, 148.0: 28, 319.0: 35, 400.0: 289}",0.7154696132596685,"{146.0: 29, 354.0: 61, 369.0: 13, 400.0: 259}"
42924,400.0,0.7416879795396419,"{28.0: 38, 148.0: 28, 319.0: 35, 400.0: 290}",0.03591160220994475,"{146.0: 29, 354.0: 61, 369.0: 13, 400.0: 259}"
42940,400.0,0.7423469387755102,"{28.0: 38, 148.0: 28, 319.0: 35, 400.0: 291}",0.7154696132596685,"{146.0: 29, 354.0: 61, 369.0: 13, 400.0: 259}"
42943,400.0,0.7430025445292621,"{28.0: 38, 148.0: 28, 319.0: 35, 400.0: 292}",0.7154696132596685,"{146.0: 29, 354.0: 61, 369.0: 13, 400.0: 259}"
42946,400.0,0.7436548223350253,"{28.0: 38, 148.0: 28, 319.0: 35, 400.0: 293}",0.7154696132596685,"{146.0: 29, 354.0: 61, 369.0: 13, 400.0: 259}"
43039,400.0,0.7443037974683544,"{28.0: 38, 148.0: 28, 319.0: 35, 400.0: 294}",0.7162534435261708,"{146.0: 29, 354.0: 61, 369.0: 13, 400.0: 260}"
43080,400.0,0.7449494949494949,"{28.0: 38, 148.0: 28, 319.0: 35, 400.0: 295}",0.717032967032967,"{146.0: 29, 354.0: 61, 369.0: 13, 400.0: 261}"
43094,400.0,0.7455919395465995,"{28.0: 38, 148.0: 28, 319.0: 35, 400.0: 296}",0.717032967032967,"{146.0: 29, 354.0: 61, 369.0: 13, 400.0: 261}"
43119,400.0,0.09798994974874371,"{28.0: 39, 148.0: 28, 319.0: 35, 400.0: 296}",0.16758241758241757,"{146.0: 29, 354.0: 61, 369.0: 13, 400.0: 261}"
43127,400.0,0.7443609022556391,"{28.0: 39, 148.0: 28, 319.0: 35, 400.0: 297}",0.717032967032967,"{146.0: 29, 354.0: 61, 369.0: 13, 400.0: 261}"
43196,400.0,0.09,"{28.0: 39, 148.0: 28, 319.0: 36, 400.0: 297}",0.717032967032967,"{146.0: 29, 354.0: 61, 369.0: 13, 400.0: 261}"
43201,400.0,0.743142144638404,"{28.0: 39, 148.0: 28, 319.0: 36, 400.0: 298}",0.717032967032967,"{146.0: 29, 354.0: 61, 369.0: 13, 400.0: 261}"
43258,400.0,0.09203980099502487,"{28.0: 39, 148.0: 28, 319.0: 37, 400.0: 298}",0.7150684931506849,"{146.0: 29, 354.0: 61, 369.0: 14, 400.0: 261}"
43277,400.0,0.7419354838709677,"{28.0: 39, 148.0: 28, 319.0: 37, 400.0: 299}",0.16712328767123288,"{146.0: 29, 354.0: 61, 369.0: 14, 400.0: 261}"
43299,400.0,0.7425742574257426,"{28.0: 39, 148.0: 28, 319.0: 37, 400.0: 300}",0.7158469945355191,"{146.0: 29, 354.0: 61, 369.0: 14, 400.0: 262}"
43373,400.0,0.7432098765432099,"{28.0: 39, 148.0: 28, 319.0: 37, 400.0: 301}",0.7138964577656676,"{146.0: 29, 354.0: 61, 369.0: 15, 400.0: 262}"
43400,400.0,0.7438423645320197,"{28.0: 39, 148.0: 28, 319.0: 37, 400.0: 302}",0.7138964577656676,"{146.0: 29, 354.0: 61, 369.0: 15, 400.0: 262}"
43413,400.0,0.7444717444717445,"{28.0: 39, 148.0: 28, 319.0: 37, 400.0: 303}",0.16847826086956522,"{146.0: 29, 354.0: 62, 369.0: 15, 400.0: 262}"
43445,400.0,0.7450980392156863,"{28.0: 39, 148.0: 28, 319.0: 37, 400.0: 304}",0.7119565217391305,"{146.0: 29, 354.0: 62, 369.0: 15, 400.0: 262}"
43499,400.0,0.7457212713936431,"{28.0: 39, 148.0: 28, 319.0: 37, 400.0: 305}",0.7119565217391305,"{146.0: 29, 354.0: 62, 369.0: 15, 400.0: 262}"
43652,400.0,0.7463414634146341,"{28.0: 39, 148.0: 28, 319.0: 37, 400.0: 306}",0.7142857142857143,"{146.0: 29, 354.0: 62, 369.0: 15, 400.0: 265}"
43657,400.0,0.09245742092457421,"{28.0: 39, 148.0: 28, 319.0: 38, 400.0: 306}",0.7142857142857143,"{146.0: 29, 354.0: 62, 369.0: 15, 400.0: 265}"
43734,400.0,0.0970873786407767,"{28.0: 40, 148.0: 28, 319.0: 38, 400.0: 306}",0.16666666666666666,"{146.0: 29, 354.0: 62, 369.0: 15, 400.0: 266}"
43760,400.0,0.7433414043583535,"{28.0: 40, 148.0: 28, 319.0: 38, 400.0: 307}",0.04289544235924933,"{146.0: 29, 354.0: 62, 369.0: 16, 400.0: 266}"
43768,400.0,0.7439613526570048,"{28.0: 40, 148.0: 28, 319.0: 38, 400.0: 308}",0.04289544235924933,"{146.0: 29, 354.0: 62, 369.0: 16, 400.0: 266}"
43788,400.0,0.744578313253012,"{28.0: 40, 148.0: 28, 319.0: 38, 400.0: 309}",0.7146666666666667,"{146.0: 29, 354.0: 62, 369.0: 16, 400.0: 268}"
43796,400.0,0.09375,"{28.0: 40, 148.0: 28, 319.0: 39, 400.0: 309}",0.7146666666666667,"{146.0: 29, 354.0: 62, 369.0: 16, 400.0: 268}"
43845,400.0,0.09592326139088729,"{28.0: 40, 148.0: 28, 319.0: 40, 400.0: 309}",0.7154255319148937,"{146.0: 29, 354.0: 62, 369.0: 16, 400.0: 269}"
43857,400.0,0.7416267942583732,"{28.0: 40, 148.0: 28, 319.0: 40, 400.0: 310}",0.0425531914893617,"{146.0: 29, 354.0: 62, 369.0: 16, 400.0: 269}"
43864,400.0,0.7422434367541766,"{28.0: 40, 148.0: 28, 319.0: 40, 400.0: 311}",0.0425531914893617,"{146.0: 29, 354.0: 62, 369.0: 16, 400.0: 269}"
43915,400.0,0.7428571428571429,"{28.0: 40, 148.0: 28, 319.0: 40, 400.0: 312}",0.16489361702127658,"{146.0: 29, 354.0: 62, 369.0: 16, 400.0: 269}"
43963,400.0,0.7434679334916865,"{28.0: 40, 148.0: 28, 319.0: 40, 400.0: 313}",0.04497354497354497,"{146.0: 29, 354.0: 62, 369.0: 17, 400.0: 270}"
44068,400.0,0.7440758293838863,"{28.0: 40, 148.0: 28, 319.0: 40, 400.0: 314}",0.7150395778364116,"{146.0: 29, 354.0: 62, 369.0: 17, 400.0: 271}"
44120,400.0,0.7446808510638298,"{28.0: 40, 148.0: 28, 319.0: 40, 400.0: 315}",0.7157894736842105,"{146.0: 29, 354.0: 62, 369.0: 17, 400.0: 272}"
44136,400.0,0.7452830188679245,"{28.0: 40, 148.0: 28, 319.0: 40, 400.0: 316}",0.04473684210526316,"{146.0: 29, 354.0: 62, 369.0: 17, 400.0: 272}"
44178,400.0,0.7458823529411764,"{28.0: 40, 148.0: 28, 319.0: 40, 400.0: 317}",0.04473684210526316,"{146.0: 29, 354.0: 62, 369.0: 17, 400.0: 272}"
44190,400.0,0.7464788732394366,"{28.0: 40, 148.0: 28, 319.0: 40, 400.0: 318}",0.1631578947368421,"{146.0: 29, 354.0: 62, 369.0: 17, 400.0: 272}"
44199,400.0,0.747072599531616,"{28.0: 40, 148.0: 28, 319.0: 40, 400.0: 319}",0.1631578947368421,"{146.0: 29, 354.0: 62, 369.0: 17, 400.0: 272}"
44218,400.0,0.7476635514018691,"{28.0: 40, 148.0: 28, 319.0: 40, 400.0: 320}",0.7157894736842105,"{146.0: 29, 354.0: 62, 369.0: 17, 400.0: 272}"
44226,400.0,0.7482517482517482,"{28.0: 40, 148.0: 28, 319.0: 40, 400.0: 321}",0.7157894736842105,"{146.0: 29, 354.0: 62, 369.0: 17, 400.0: 272}"
44245,400.0,0.7488372093023256,"{28.0: 40, 148.0: 28, 319.0: 40, 400.0: 322}",0.1631578947368421,"{146.0: 29, 354.0: 62, 369.0: 17, 400.0: 272}"
44282,400.0,0.7494199535962877,"{28.0: 40, 148.0: 28, 319.0: 40, 400.0: 323}",0.04960835509138381,"{146.0: 29, 354.0: 62, 369.0: 19, 400.0: 273}"
44320,400.0,0.75,"{28.0: 40, 148.0: 28, 319.0: 40, 400.0: 324}",0.7135416666666666,"{146.0: 29, 354.0: 62, 369.0: 19, 400.0: 274}"
44351,400.0,0.7505773672055427,"{28.0: 40, 148.0: 28, 319.0: 40, 400.0: 325}",0.049479166666666664,"{146.0: 29, 354.0: 62, 369.0: 19, 400.0: 274}"
44382,400.0,0.7511520737327189,"{28.0: 40, 148.0: 28, 319.0: 40, 400.0: 326}",0.7135416666666666,"{146.0: 29, 354.0: 62, 369.0: 19, 400.0: 274}"
44505,400.0,0.7517241379310344,"{28.0: 40, 148.0: 28, 319.0: 40, 400.0: 327}",0.7124352331606217,"{146.0: 29, 354.0: 62, 369.0: 20, 400.0: 275}"
44549,400.0,0.7522935779816514,"{28.0: 40, 148.0: 28, 319.0: 40, 400.0: 328}",0.7124352331606217,"{146.0: 29, 354.0: 62, 369.0: 20, 400.0: 275}"
44556,400.0,0.7528604118993135,"{28.0: 40, 148.0: 28, 319.0: 40, 400.0: 329}",0.16020671834625322,"{146.0: 29, 354.0: 62, 369.0: 20, 400.0: 276}"
44593,400.0,0.06621004566210045,"{28.0: 40, 148.0: 29, 319.0: 40, 400.0: 329}",0.07493540051679587,"{146.0: 29, 354.0: 62, 369.0: 20, 400.0: 276}"
44598,400.0,0.7517084282460137,"{28.0: 40, 148.0: 29, 319.0: 40, 400.0: 330}",0.7131782945736435,"{146.0: 29, 354.0: 62, 369.0: 20, 400.0: 276}"
44673,400.0,0.09318181818181819,"{28.0: 41, 148.0: 29, 319.0: 40, 400.0: 330}",0.711340206185567,"{146.0: 29, 354.0: 62, 369.0: 21, 400.0: 276}"
44680,400.0,0.09523809523809523,"{28.0: 42, 148.0: 29, 319.0: 40, 400.0: 330}",0.712082262210797,"{146.0: 29, 354.0: 62, 369.0: 21, 400.0: 277}"
44707,400.0,0.748868778280543,"{28.0: 42, 148.0: 29, 319.0: 40, 400.0: 331}",0.05398457583547558,"{146.0: 29, 354.0: 62, 369.0: 21, 400.0: 277}"
44726,400.0,0.7494356659142212,"{28.0: 42, 148.0: 29, 319.0: 40, 400.0: 332}",0.712082262210797,"{146.0: 29, 354.0: 62, 369.0: 21, 400.0: 277}"
44738,400.0,0.09234234234234234,"{28.0: 42, 148.0: 29, 319.0: 41, 400.0: 332}",0.712082262210797,"{146.0: 29, 354.0: 62, 369.0: 21, 400.0: 277}"
44814,400.0,0.748314606741573,"{28.0: 42, 148.0: 29, 319.0: 41, 400.0: 333}",0.7135549872122762,"{146.0: 29, 354.0: 62, 369.0: 21, 400.0: 279}"
44861,400.0,0.7488789237668162,"{28.0: 42, 148.0: 29, 319.0: 41, 400.0: 334}",0.1585677749360614,"{146.0: 29, 354.0: 62, 369.0: 21, 400.0: 279}"
44869,400.0,0.7494407158836689,"{28.0: 42, 148.0: 29, 319.0: 41, 400.0: 335}",0.05370843989769821,"{146.0: 29, 354.0: 62, 369.0: 21, 400.0: 279}"
44966,400.0,0.09375,"{28.0: 42, 148.0: 29, 319.0: 42, 400.0: 335}",0.7150127226463104,"{146.0: 29, 354.0: 62, 369.0: 21, 400.0: 281}"
44976,400.0,0.0957683741648107,"{28.0: 43, 148.0: 29, 319.0: 42, 400.0: 335}",0.7150127226463104,"{146.0: 29, 354.0: 62, 369.0: 21, 400.0: 281}"
44990,400.0,0.7466666666666667,"{28.0: 43, 148.0: 29, 319.0: 42, 400.0: 336}",0.7150127226463104,"{146.0: 29, 354.0: 62, 369.0: 21, 400.0: 281}"
45017,400.0,0.7472283813747228,"{28.0: 43, 148.0: 29, 319.0: 42, 400.0: 337}",0.7150127226463104,"{146.0: 29, 354.0: 62, 369.0: 21, 400.0: 281}"
45054,400.0,0.7477876106194691,"{28.0: 43, 148.0: 29, 319.0: 42, 400.0: 338}",0.7150127226463104,"{146.0: 29, 354.0: 62, 369.0: 21, 400.0: 281}"
45105,400.0,0.09492273730684327,"{28.0: 43, 148.0: 29, 319.0: 43, 400.0: 338}",0.7150127226463104,"{146.0: 29, 354.0: 62, 369.0: 21, 400.0: 281}"
45135,400.0,0.06607929515418502,"{28.0: 43, 148.0: 30, 319.0: 43, 400.0: 338}",0.0737913486005089,"{146.0: 29, 354.0: 62, 369.0: 21, 400.0: 281}"
45153,400.0,0.7450549450549451,"{28.0: 43, 148.0: 30, 319.0: 43, 400.0: 339}",0.7150127226463104,"{146.0: 29, 354.0: 62, 369.0: 21, 400.0: 281}"
45182,400.0,0.7456140350877193,"{28.0: 43, 148.0: 30, 319.0: 43, 400.0: 340}",0.7157360406091371,"{146.0: 29, 354.0: 62, 369.0: 21, 400.0: 282}"
45247,400.0,0.0962800875273523,"{28.0: 43, 148.0: 30, 319.0: 44, 400.0: 340}",0.7157360406091371,"{146.0: 29, 354.0: 62, 369.0: 21, 400.0: 282}"
45304,400.0,0.7445414847161572,"{28.0: 43, 148.0: 30, 319.0: 44, 400.0: 341}",0.7164556962025317,"{146.0: 29, 354.0: 62, 369.0: 21, 400.0: 283}"
45310,400.0,0.09586056644880174,"{28.0: 44, 148.0: 30, 319.0: 44, 400.0: 341}",0.1569620253164557,"{146.0: 29, 354.0: 62, 369.0: 21, 400.0: 283}"
45338,400.0,0.7434782608695653,"{28.0: 44, 148.0: 30, 319.0: 44, 400.0: 342}",0.7160804020100503,"{146.0: 29, 354.0: 63, 369.0: 21, 400.0: 285}"
45369,400.0,0.7440347071583514,"{28.0: 44, 148.0: 30, 319.0: 44, 400.0: 343}",0.7160804020100503,"{146.0: 29, 354.0: 63, 369.0: 21, 400.0: 285}"
45378,400.0,0.7445887445887446,"{28.0: 44, 148.0: 30, 319.0: 44, 400.0: 344}",0.7160804020100503,"{146.0: 29, 354.0: 63, 369.0: 21, 400.0: 285}"
45381,400.0,0.7451403887688985,"{28.0: 44, 148.0: 30, 319.0: 44, 400.0: 345}",0.7160804020100503,"{146.0: 29, 354.0: 63, 369.0: 21, 400.0: 285}"
45407,400.0,0.7456896551724138,"{28.0: 44, 148.0: 30, 319.0: 44, 400.0: 346}",0.7160804020100503,"{146.0: 29, 354.0: 63, 369.0: 21, 400.0: 285}"
45433,400.0,0.7462365591397849,"{28.0: 44, 148.0: 30, 319.0: 44, 400.0: 347}",0.7142857142857143,"{146.0: 29, 354.0: 64, 369.0: 21, 400.0: 285}"
45473,400.0,0.7467811158798283,"{28.0: 44, 148.0: 30, 319.0: 44, 400.0: 348}",0.713216957605985,"{146.0: 29, 354.0: 65, 369.0: 21, 400.0: 286}"
45502,400.0,0.09635974304068523,"{28.0: 44, 148.0: 30, 319.0: 45, 400.0: 348}",0.7139303482587065,"{146.0: 29, 354.0: 65, 369.0: 21, 400.0: 287}"
45507,400.0,0.7457264957264957,"{28.0: 44, 148.0: 30, 319.0: 45, 400.0: 349}",0.7139303482587065,"{146.0: 29, 354.0: 65, 369.0: 21, 400.0: 287}"
45584,400.0,0.09594882729211088,"{28.0: 45, 148.0: 30, 319.0: 45, 400.0: 349}",0.7146401985111662,"{146.0: 29, 354.0: 65, 369.0: 21, 400.0: 288}"
45634,400.0,0.09787234042553192,"{28.0: 46, 148.0: 30, 319.0: 45, 400.0: 349}",0.7146401985111662,"{146.0: 29, 354.0: 65, 369.0: 21, 400.0: 288}"
45641,400.0,0.7430997876857749,"{28.0: 46, 148.0: 30, 319.0: 45, 400.0: 350}",0.7146401985111662,"{146.0: 29, 354.0: 65, 369.0: 21, 400.0: 288}"
45648,400.0,0.7436440677966102,"{28.0: 46, 148.0: 30, 319.0: 45, 400.0: 351}",0.7146401985111662,"{146.0: 29, 354.0: 65, 369.0: 21, 400.0: 288}"
45695,400.0,0.7441860465116279,"{28.0: 46, 148.0: 30, 319.0: 45, 400.0: 352}",0.7167487684729064,"{146.0: 29, 354.0: 65, 369.0: 21, 400.0: 291}"
